name,url,remote_support,adaptive_support,test_type,description,duration
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,Yes,No,['Knowledge & Skills'],MS Word (New): Multi-choice test that measures the ability to use MS Word to record and save textual information.,15
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,Yes,No,['Knowledge & Skills'],"MuleSoft Development (New): Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",15
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,Yes,No,"['Ability & Aptitude', 'Knowledge & Skills', 'Simulations']","Multitasking Ability: The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and…",15
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,Yes,No,['Knowledge & Skills'],"Networking and Implementation (New): Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",15
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,Yes,No,['Knowledge & Skills'],"Node.js (New): Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express…",15
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,Yes,No,['Knowledge & Skills'],Nursing (New): Multi-choice test that measures the knowledge of carrying out various nursing tasks.,15
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,Yes,No,['Personality & Behavior'],"Occupational Personality Questionnaire OPQ32r: The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world…",15
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,Yes,No,['Knowledge & Skills'],"Operations Management (New): Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",15
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,Yes,No,['Personality & Behavior'],OPQ Candidate Plus Report: A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,15
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,Yes,No,['Personality & Behavior'],OPQ Candidate Report 2.0: A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a…,15
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,Yes,No,['Personality & Behavior'],OPQ Emotional Intelligence Report: This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in…,15
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,Yes,No,['Personality & Behavior'],OPQ Leadership Report: This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading…,15
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,Yes,No,['Personality & Behavior'],OPQ Manager Plus Report: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease…,15
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,Yes,No,['Personality & Behavior'],OPQ Manager Plus Report 2.0: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease…,15
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,Yes,No,['Personality & Behavior'],OPQ Maximising your Learning Report: This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach…,15
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,Yes,No,['Personality & Behavior'],OPQ MQ Sales Report: This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales…,15
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,Yes,No,['Personality & Behavior'],"OPQ Premium Plus Report: This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",15
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,Yes,No,['Personality & Behavior'],"OPQ Premium Plus Report 2.0 : This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",15
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,Yes,No,['Personality & Behavior'],OPQ Profile Report: This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.  Please note this…,15
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,Yes,No,['Personality & Behavior'],"OPQ Team Impact Group Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",15
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,Yes,No,['Personality & Behavior'],"OPQ Team Impact Individual Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",15
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,Yes,No,['Personality & Behavior'],"OPQ Team Impact Selection Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",15
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,Yes,No,['Personality & Behavior'],OPQ Team Types & Leadership Styles Profile: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,15
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,Yes,No,['Personality & Behavior'],OPQ Team Types and Leadership Styles Report: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,15
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,Yes,No,['Personality & Behavior'],"OPQ UCF Development Action Planner Report 1.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",15
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,Yes,No,['Personality & Behavior'],"OPQ UCF Development Action Planner Report 2.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",15
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,Yes,No,['Personality & Behavior'],OPQ Universal Competency Report 1.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,15
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,Yes,No,['Personality & Behavior'],OPQ Universal Competency Report 2.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,15
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,Yes,No,['Personality & Behavior'],"OPQ User and Managers Report: This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an…",15
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,Yes,No,"['Personality & Behavior', 'Simulations']","OPQ User Report: This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at…",15
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,Yes,No,['Knowledge & Skills'],"Oracle DBA (Advanced Level) (New): Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network…",15
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,Yes,No,['Knowledge & Skills'],"Oracle DBA (Entry Level) (New): Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",15
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,Yes,No,['Knowledge & Skills'],"Oracle PL/SQL (New): Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",15
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,Yes,No,['Knowledge & Skills'],"Oracle WebLogic Server (New): Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and…",15
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Yes,No,['Knowledge & Skills'],Organic Chemistry (New): Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,15
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,Yes,No,['Knowledge & Skills'],"Paint Technology (New): Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating…",15
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,Yes,No,['Knowledge & Skills'],"Pediatrics (New): Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",15
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,Yes,No,['Knowledge & Skills'],"Pega Development (New): Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external…",15
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,Yes,No,['Knowledge & Skills'],"Perl (New): Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",15
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,Yes,No,['Knowledge & Skills'],"Petrochemical Engineering (New): Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and…",15
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,Yes,No,['Knowledge & Skills'],"Petroleum Engineering (New): Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",15
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,Yes,No,['Knowledge & Skills'],"Pharmaceutical Analysis (New): Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",15
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,Yes,No,['Knowledge & Skills'],"Pharmaceutical Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",15
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,Yes,No,['Knowledge & Skills'],"Pharmaceutical Science (New): Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",15
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,Yes,No,['Knowledge & Skills'],"Pharmaceutics (New): Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and…",15
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,Yes,No,['Knowledge & Skills'],"Pharmacology (New): Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system…",15
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,Yes,No,['Knowledge & Skills'],"PHP (New): Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",15
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,Yes,No,"['Competencies', 'Ability & Aptitude', 'Personality & Behavior']",PJM Development Report: The Person-Job Match Report is unique in that it  matches the performance potential of the  individual to the job’s specific competencies. This  provides you…,15
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,Yes,No,"['Ability & Aptitude', 'Competencies', 'Personality & Behavior']","PJM Selection Report: The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with…",15
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,Yes,No,['Knowledge & Skills'],"Polymer Engineering (New): Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",15
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No,['Knowledge & Skills'],"Power Electronics and Drives (New): Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",15
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,Yes,No,['Knowledge & Skills'],"Power System Engineering (New): Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation…",15
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,Yes,No,['Knowledge & Skills'],"Prism (New): Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",15
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No,['Knowledge & Skills'],"Production and Industrial Engineering (New): Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",15
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,Yes,No,['Knowledge & Skills'],"Production Engineering (New): Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",15
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,Yes,Yes,['Knowledge & Skills'],Programming Concepts: The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for…,15
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,Yes,Yes,['Knowledge & Skills'],Project Management (2013): The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is…,15
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,Yes,No,['Knowledge & Skills'],"Proofreading v1: This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",15
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,Yes,No,['Knowledge & Skills'],"Python (New): Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",15
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,Yes,No,['Knowledge & Skills'],R Programming (New): Multi-choice test that measures the knowledge of R programming and its application in statistics.,15
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,Yes,No,['Knowledge & Skills'],"ReactJS (New): Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",15
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Yes,Yes,['Ability & Aptitude'],Reading Comprehension - English v1: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,15
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,['Ability & Aptitude'],Reading Comprehension - Spanish v1: The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a…,15
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,['Ability & Aptitude'],Reading Comprehension v2: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,15
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,Yes,No,['Competencies'],"RemoteWorkQ: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",15
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,['Competencies'],"RemoteWorkQ Manager Report: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",15
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,Yes,No,['Competencies'],"RemoteWorkQ Participant Report : Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",15
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,Yes,No,['Knowledge & Skills'],"RESTful Web Services (New): Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return…",15
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,"['Biodata & Situational Judgement', 'Knowledge & Skills', 'Simulations', 'Ability & Aptitude']",Retail Sales and Service Simulation: The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers…,15
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,['Knowledge & Skills'],Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…,15
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,Yes,No,['Knowledge & Skills'],"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…",15
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,Yes,No,['Knowledge & Skills'],"Ruby on Rails (New): Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",15
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,"['Simulations', 'Biodata & Situational Judgement']","Sales & Service Phone Simulation : As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors…",15
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,"['Biodata & Situational Judgement', 'Personality & Behavior', 'Simulations']","Sales & Service Phone Solution: As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a…",15
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,Yes,No,"['Personality & Behavior', 'Personality & Behavior']",Sales Interview Guide: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report…,15
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,Yes,No,['Personality & Behavior'],Sales Profiler Cards: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales…,15
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,['Personality & Behavior'],Sales Transformation 1.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,15
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,['Personality & Behavior'],Sales Transformation 2.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,15
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,['Personality & Behavior'],Sales Transformation Report 1.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,15
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,['Personality & Behavior'],Sales Transformation Report 2.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,15
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,Yes,No,['Knowledge & Skills'],"Salesforce Development (New): Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",15
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,['Knowledge & Skills'],"SAP ABAP (Advanced Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP…",15
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,['Knowledge & Skills'],"SAP ABAP (Intermediate Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data…",15
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,Yes,No,['Knowledge & Skills'],"SAP Basis (New): Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration…",15
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,['Knowledge & Skills'],"SAP Business Objects WebI (New): Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",15
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,['Knowledge & Skills'],"SAP BW (Business Warehouse) (New): Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance…",15
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,['Knowledge & Skills'],"SAP HCM (Human Capital Management) (New): Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",15
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,Yes,No,['Knowledge & Skills'],"SAP Hybris (New): Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming…",15
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,Yes,No,['Knowledge & Skills'],"SAP Materials Management (New): Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts…",15
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,Yes,No,['Knowledge & Skills'],"SAP SD (Sales and Distribution) (New): Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing…",15
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,Yes,No,['Knowledge & Skills'],"Search Engine Optimization (New): Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",15
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,Yes,No,['Knowledge & Skills'],"Selenium (New): Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks…",15
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,Yes,No,['Knowledge & Skills'],"Shell Scripting (New): Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",15
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Yes,Yes,"['Ability & Aptitude', 'Simulations']",SHL Verify Interactive - Inductive Reasoning: Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,15
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,Yes,Yes,"['Ability & Aptitude', 'Simulations']","SHL Verify Interactive – Deductive Reasoning: Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using…",15
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,Yes,"['Ability & Aptitude', 'Simulations']",SHL Verify Interactive – Numerical Reasoning: Assesses how the candidate comprehends numerical information in various formats.,15
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,Yes,Yes,['Ability & Aptitude'],SHL Verify Interactive G+: SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive…,36
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,Yes,Yes,['Ability & Aptitude'],SHL Verify Interactive Numerical Calculation: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations…,15
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,Yes,No,['Knowledge & Skills'],"Siebel Development (New): Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel…",15
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,Yes,No,['Personality & Behavior'],Smart Interview Live: SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring…,15
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,Yes,No,['Knowledge & Skills'],"Smart Interview Live Coding: Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart…",15
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,Yes,No,['Personality & Behavior'],"Smart Interview On Demand: Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video…",15
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Yes,No,['Knowledge & Skills'],Social Media (New): Multi-choice test that measures the knowledge about the different social media platforms.,15
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,Yes,Yes,['Knowledge & Skills'],"Software Business Analysis: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of…",15
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,Yes,No,['Knowledge & Skills'],"SonarQube (New): Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",15
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Yes,No,['Knowledge & Skills'],Spelling (U.S.) (New): Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,15
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,Yes,No,"['Ability & Aptitude', 'Knowledge & Skills']","Split Screen Typing Test - Form 1: This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the…",15
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,Yes,No,['Knowledge & Skills'],"Spring (New): Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",15
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,Yes,No,['Knowledge & Skills'],"SQL (New): Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",15
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,Yes,No,['Knowledge & Skills'],"SQL Server (New): Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple…",15
